date,ticker,sector,headline_count,word_count,finance_term_count,sentiment_model,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_score
2020-01-03,QCOM,Tech,1,7,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-03,SLB,Energy,6,75,0,finance_lexicon_baseline,0.0,0.9733333333333334,0.02666666666666667,1.0
2020-01-03,T,Comm,2,21,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-03,V,Financials,4,27,2,finance_lexicon_baseline,0.037037037037037035,0.8888888888888888,0.07407407407407407,0.3333333333333333
2020-01-03,WFC,Financials,2,18,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-03,WMT,Consumer,3,25,1,finance_lexicon_baseline,0.0,0.96,0.04,1.0
2020-01-03,XOM,Energy,11,109,3,finance_lexicon_baseline,0.0,0.9541284403669725,0.045871559633027525,1.0
2020-01-06,ABBV,Healthcare,2,11,1,finance_lexicon_baseline,0.0,0.9090909090909091,0.09090909090909091,1.0
2020-01-06,ABT,Healthcare,1,13,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,ADBE,Tech,2,12,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,AMD,Tech,6,55,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,AMGN,Healthcare,2,20,0,finance_lexicon_baseline,0.0,0.95,0.05,1.0
2020-01-06,BA,Industrials,9,81,2,finance_lexicon_baseline,0.024691358024691357,0.962962962962963,0.012345679012345678,-0.3333333333333333
2020-01-06,CAT,Industrials,1,9,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,CCI,RealEstate,1,8,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,CMCSA,Comm,8,64,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,COP,Energy,3,23,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,CVX,Energy,4,35,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,D,Utilities,2,16,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,DD,Materials,1,8,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,DIS,Consumer,16,143,2,finance_lexicon_baseline,0.006993006993006993,0.972027972027972,0.02097902097902098,0.5
2020-01-06,DOW,Materials,2,15,0,finance_lexicon_baseline,0.0,0.9333333333333333,0.06666666666666667,1.0
2020-01-06,DUK,Utilities,1,7,0,finance_lexicon_baseline,0.0,0.8571428571428572,0.14285714285714285,1.0
2020-01-06,EA,Comm,2,17,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,GE,Industrials,4,34,1,finance_lexicon_baseline,0.029411764705882353,0.9705882352941176,0.0,-1.0
2020-01-06,GILD,Healthcare,2,24,2,finance_lexicon_baseline,0.0,0.9166666666666666,0.08333333333333333,1.0
2020-01-06,GS,Financials,1,13,1,finance_lexicon_baseline,0.07692307692307693,0.9230769230769231,0.0,-1.0
2020-01-06,INTC,Tech,3,26,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,KO,Consumer,4,35,1,finance_lexicon_baseline,0.0,0.9714285714285714,0.02857142857142857,1.0
2020-01-06,MRK,Healthcare,5,69,1,finance_lexicon_baseline,0.0,0.9855072463768116,0.014492753623188406,1.0
2020-01-06,MS,Financials,2,19,1,finance_lexicon_baseline,0.05263157894736842,0.9473684210526316,0.0,-1.0
2020-01-06,NEE,Utilities,2,14,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,NEM,Materials,5,39,0,finance_lexicon_baseline,0.0,0.9487179487179487,0.05128205128205128,1.0
2020-01-06,NKE,Consumer,3,24,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,NUE,Materials,1,7,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,NVDA,Tech,1,7,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,OXY,Energy,11,138,0,finance_lexicon_baseline,0.0,0.9855072463768116,0.014492753623188406,1.0
2020-01-06,PLD,RealEstate,1,7,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,PSA,RealEstate,2,18,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,QCOM,Tech,1,10,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,SBUX,Consumer,4,41,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,SLB,Energy,8,60,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,SO,Utilities,1,5,1,finance_lexicon_baseline,0.2,0.8,0.0,-1.0
2020-01-06,T,Comm,6,46,1,finance_lexicon_baseline,0.0,0.9347826086956522,0.06521739130434782,1.0
2020-01-06,USB,Financials,5,93,2,finance_lexicon_baseline,0.03225806451612903,0.956989247311828,0.010752688172043012,-0.5
2020-01-06,V,Financials,2,17,0,finance_lexicon_baseline,0.0,0.9411764705882353,0.058823529411764705,1.0
2020-01-06,WFC,Financials,2,26,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-06,WMT,Consumer,17,140,1,finance_lexicon_baseline,0.0,0.9857142857142858,0.014285714285714285,1.0
2020-01-06,XOM,Energy,8,63,0,finance_lexicon_baseline,0.0,0.9841269841269842,0.015873015873015872,1.0
2020-01-07,ABBV,Healthcare,5,50,1,finance_lexicon_baseline,0.0,0.94,0.06,1.0
2020-01-07,ABT,Healthcare,3,27,1,finance_lexicon_baseline,0.0,0.962962962962963,0.037037037037037035,1.0
2020-01-07,AMD,Tech,8,74,2,finance_lexicon_baseline,0.0,0.9459459459459459,0.05405405405405406,1.0
2020-01-07,AMGN,Healthcare,1,6,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,AMT,RealEstate,1,6,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,BA,Industrials,7,61,2,finance_lexicon_baseline,0.0,0.9508196721311475,0.04918032786885246,1.0
2020-01-07,CAT,Industrials,4,32,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,CMCSA,Comm,1,18,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,CVX,Energy,3,21,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,DD,Materials,1,9,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,DIS,Consumer,8,81,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,GE,Industrials,1,9,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,GILD,Healthcare,1,5,0,finance_lexicon_baseline,0.0,1.0,0.0,0.0
2020-01-07,GS,Financials,5,34,0,finance_lexicon_baseline,0.0,0.9705882352941176,0.029411764705882353,1.0
2020-01-07,INTC,Tech,7,68,1,finance_lexicon_baseline,0.0,0.9705882352941176,0.029411764705882353,1.0
2020-01-07,KO,Consumer,4,31,2,finance_lexicon_baseline,0.0,0.9032258064516129,0.0967741935483871,1.0
2020-01-07,MRK,Healthcare,5,46,1,finance_lexicon_baseline,0.021739130434782608,0.9782608695652174,0.0,-1.0
