date,sector,sentiment_score,ticker_count,tickers_with_headlines,headline_count,sentiment_lag1
2020-01-10,Tech,0.6553599999999999,5,4,21,0.34712
2020-01-10,Utilities,0.13708,5,4,7,0.059199999999999996
2020-01-13,Comm,0.0,5,2,14,0.15844
2020-01-13,Consumer,0.32696000000000003,5,5,29,0.03290000000000002
2020-01-13,Energy,0.29359999999999997,5,5,19,0.25576
2020-01-13,Financials,0.75966,5,5,33,0.33416
2020-01-13,Healthcare,0.57674,5,5,24,0.35592
2020-01-13,Industrials,0.20616000000000004,5,4,10,0.14687999999999998
2020-01-13,Materials,0.13194,5,2,4,-0.08571999999999999
2020-01-13,RealEstate,0.14368,5,1,3,-0.11144000000000001
2020-01-13,Tech,0.72114,5,5,39,0.6553599999999999
2020-01-13,Utilities,0.02054,5,4,6,0.13708
2020-01-14,Comm,0.09324,5,2,4,0.0
2020-01-14,Consumer,0.16842,5,5,19,0.32696000000000003
2020-01-14,Energy,0.61912,5,5,23,0.29359999999999997
2020-01-14,Financials,0.2509,5,5,38,0.75966
2020-01-14,Healthcare,0.39108,5,4,9,0.57674
2020-01-14,Industrials,0.21914000000000003,5,3,10,0.20616000000000004
2020-01-14,Materials,0.0336,5,2,4,0.13194
2020-01-14,RealEstate,0.059199999999999996,5,1,2,0.14368
2020-01-14,Tech,0.40868000000000004,5,3,12,0.72114
2020-01-14,Utilities,0.2815,5,3,5,0.02054
2020-01-15,Comm,-0.055120000000000016,5,3,9,0.09324
2020-01-15,Consumer,0.35468,5,4,27,0.16842
2020-01-15,Energy,0.09970000000000001,5,5,13,0.61912
2020-01-15,Financials,0.43220000000000003,5,5,36,0.2509
2020-01-15,Healthcare,0.49193999999999993,5,3,12,0.39108
2020-01-15,Industrials,-0.20573999999999998,5,4,10,0.21914000000000003
2020-01-15,Materials,0.1486,5,2,4,0.0336
2020-01-15,RealEstate,0.04046,5,2,7,0.059199999999999996
2020-01-15,Tech,0.19176,5,5,24,0.40868000000000004
2020-01-15,Utilities,0.21908000000000002,5,4,10,0.2815
2020-01-16,Comm,0.40415999999999996,5,4,17,-0.055120000000000016
2020-01-16,Consumer,0.40396,5,4,19,0.35468
2020-01-16,Energy,0.3367,5,3,13,0.09970000000000001
2020-01-16,Financials,0.578,5,5,46,0.43220000000000003
2020-01-16,Healthcare,0.25808,5,4,8,0.49193999999999993
2020-01-16,Industrials,0.1905,5,2,4,-0.20573999999999998
2020-01-16,Materials,0.08808,5,4,4,0.1486
2020-01-16,RealEstate,0.1486,5,3,3,0.04046
2020-01-16,Tech,0.49246,5,4,19,0.19176
2020-01-16,Utilities,0.39640000000000003,5,4,11,0.21908000000000002
2020-01-17,Comm,0.14701999999999998,5,3,8,0.40415999999999996
2020-01-17,Consumer,0.20712000000000003,5,5,23,0.40396
2020-01-17,Energy,0.3024,5,4,31,0.3367
2020-01-17,Financials,0.3344,5,5,17,0.578
2020-01-17,Healthcare,0.19448000000000001,5,3,11,0.25808
2020-01-17,Industrials,0.35812,5,4,12,0.1905
2020-01-17,Materials,0.27793999999999996,5,3,5,0.08808
2020-01-17,RealEstate,0.1338,5,2,3,0.1486
2020-01-17,Tech,0.49521999999999994,5,5,38,0.49246
2020-01-17,Utilities,0.36366,5,5,17,0.39640000000000003
2020-01-21,Comm,-0.04502,5,4,19,0.14701999999999998
2020-01-21,Consumer,0.39246,5,5,51,0.20712000000000003
2020-01-21,Energy,0.51124,5,4,28,0.3024
2020-01-21,Financials,0.71166,5,5,29,0.3344
2020-01-21,Healthcare,0.21124,5,5,21,0.19448000000000001
2020-01-21,Industrials,0.26564,5,5,16,0.35812
2020-01-21,Materials,0.11112,5,4,11,0.27793999999999996
2020-01-21,RealEstate,0.12738,5,3,7,0.1338
2020-01-21,Tech,0.13882000000000003,5,5,44,0.49521999999999994
2020-01-21,Utilities,0.36724,5,5,15,0.36366
2020-01-22,Comm,0.15928,5,3,4,-0.04502
2020-01-22,Consumer,0.44584,5,5,32,0.39246
2020-01-22,Energy,0.28735999999999995,5,4,11,0.51124
2020-01-22,Financials,0.03062,5,3,4,0.71166
2020-01-22,Healthcare,0.23514,5,4,13,0.21124
2020-01-22,Industrials,-0.08924,5,3,12,0.26564
2020-01-22,Materials,-0.059199999999999996,5,3,4,0.11112
2020-01-22,RealEstate,0.02054,5,3,7,0.12738
2020-01-22,Tech,0.08414000000000002,5,4,14,0.13882000000000003
2020-01-22,Utilities,0.33968,5,4,18,0.36724
2020-01-23,Comm,0.40986,5,5,22,0.15928
2020-01-23,Consumer,0.5,5,5,22,0.44584
2020-01-23,Energy,0.16360000000000002,5,5,17,0.28735999999999995
2020-01-23,Financials,0.01964000000000001,5,5,14,0.03062
2020-01-23,Healthcare,0.14274,5,5,20,0.23514
2020-01-23,Industrials,0.19794,5,4,14,-0.08924
2020-01-23,Materials,0.07594,5,5,9,-0.059199999999999996
2020-01-23,RealEstate,0.23243999999999998,5,3,4,0.02054
2020-01-23,Tech,0.27198,5,5,36,0.08414000000000002
2020-01-23,Utilities,-0.0843,5,4,8,0.33968
2020-01-24,Comm,0.45308000000000004,5,4,24,0.40986
2020-01-24,Consumer,0.36256,5,5,23,0.5
2020-01-24,Energy,0.40506000000000003,5,5,14,0.16360000000000002
2020-01-24,Financials,-0.04877999999999999,5,3,6,0.01964000000000001
2020-01-24,Healthcare,0.37552,5,5,14,0.14274
