observations,start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,fund,asset_family,method,base_method,sentiment_strength,min_multiplier,max_multiplier,transaction_cost_bps,average_turnover,total_transaction_cost
503,2021-01-04,2022-12-30,0.18822785959847899,0.0902455391807575,0.1566997482481707,0.5759137470842173,-0.18270406739441225,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.15,0.7,1.3,10.0,0.006736165176889318,0.0033882910839753266
503,2021-01-04,2022-12-30,0.18808134761939477,0.09017818824413792,0.15686117359419072,0.5748917095152833,-0.18177385127045176,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.2,0.7,1.3,10.0,0.007732429017529784,0.0038894117958174815
503,2021-01-04,2022-12-30,0.1873234564622024,0.08982972269697642,0.1565524706965525,0.573799457123193,-0.18404366060025645,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.1,0.7,1.3,10.0,0.005542974550089975,0.0027881161986952575
503,2021-01-04,2022-12-30,0.1871030000478151,0.08972833972538852,0.15644441232615444,0.5735477438358321,-0.18539601701332564,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.05,0.7,1.3,10.0,0.004505209729608751,0.0022661204939932013
503,2021-01-04,2022-12-30,0.1871595679336675,0.08975435492623163,0.1569969231305106,0.5716949933574136,-0.1810372987682809,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.25,0.7,1.3,10.0,0.008439582665861822,0.004245110080928496
503,2021-01-04,2022-12-30,0.18610015234688082,0.08926703388834434,0.15696740807648002,0.5686978907420724,-0.1812591084971359,Equity Sentiment Tilt,Equity,risk_parity_sentiment_tilt,risk_parity,0.3,0.7,1.3,10.0,0.00887156480020824,0.004462397094504744
