Model,Mean sentiment,Standard deviation,Neutral ticker-days (%),Positive ticker-days (%),Negative ticker-days (%),Cross-model correlation,Direction agreement (%)
Finance lexicon,0.43576528020979033,0.5737797753366777,41.301828143933406,52.5288446341078,6.169327221958801,0.33655193304647113,58.819345661450924
VADER,0.2792902850218639,0.4275159376221834,24.076708287234602,60.92408197671355,14.99920973605184,0.33655193304647113,58.819345661450924
